orientation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.30993247,33.31063082,47.35329687,53.69550288,57.99461679,60.15406805,62.02052561,,1,3,4,5,5,6,6,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
343.0091767,7.907162703,29.0546041,41.53177074,47.35329687,51.66665989,54.3446719,,34,0,2,4,4,5,5,,,2.01455519,1.499069664,2.529358619,2.210201166,4.910002709,4.375042148,2.06743108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.021949333,3.709646202,2.911035967,1.647290259,1.530051518,1.99645338,1.360111524,0.764858938
320.355825,339.0754983,3.468229259,22.10944834,34.11447295,40.91438322,45,,32,33,0,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.976544,314.0289781,333.4349488,355.7636052,13.49573328,25.64100582,32.61924307,,30,31,33,35,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.2855876,298.6104597,309.173658,324.4623222,343.3007558,3.012787504,15.524111,,29,29,30,32,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.3215101,289.0577045,292.8336542,302.0053832,315,330.2551187,347.0053832,,28,28,29,30,31,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.2440874,281.4819914,285.7807533,289.5366549,295.4633451,305.5376778,318.0127875,,28,28,28,28,29,30,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6931366,41.88078318,51.66236541,60.80296045,66.03786792,70.32780389,72.47068373,,0.461659215,0.672975919,0.945600683,1.162272072,1.208722297,1.130086757,0.937344324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.64306045,36.34556369,41.18252056,46.75467891,51.66236541,54.81788029,56.61271942,,0.604880598,0.725577944,0.936471034,1.110340268,1.174777747,1.094346623,0.909701156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.45327271,36.40054945,33.06055051,34.53983208,37.44329045,39.69886648,42.42640687,,0.831952725,0.827731273,0.85632824,0.934329355,0.969849156,0.902733442,0.77655057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.47071299,41.72529209,31.30495168,27.07397274,25.70992026,27.73084925,29.68164416,,1.060344102,0.990901297,0.846823322,0.764858938,0.695473365,0.65855823,0.567376092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.9241989,50.11985634,34.82814953,25.8069758,20.88061302,19.02629759,18.68154169,,1.206641759,1.139701821,0.902112261,0.698098792,0.540845761,0.432649006,0.341937084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.69015788,58.1893461,41.23105626,28.3019434,21.21320344,16.1245155,13.34166406,,1.216253605,1.161652258,0.937574712,0.672120698,0.48237821,0.321898785,0.214385165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.34453154,65.30696747,47.80167361,32.89376841,23.2594067,17.20465053,13.45362405,,1.090922064,1.049407702,0.874936617,0.628777087,0.42572791,0.276458906,0.174010751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaussian weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012934117,0.016068848,0.018303472,0.019115386,0.018303472,0.016068848,0.012934117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016068848,0.019963315,0.022739527,0.023748217,0.022739527,0.019963315,0.016068848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018303472,0.022739527,0.025901814,0.027050779,0.025901814,0.022739527,0.018303472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019115386,0.023748217,0.027050779,0.028250709,0.027050779,0.023748217,0.019115386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018303472,0.022739527,0.025901814,0.027050779,0.025901814,0.022739527,0.018303472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016068848,0.019963315,0.022739527,0.023748217,0.022739527,0.019963315,0.016068848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012934117,0.016068848,0.018303472,0.019115386,0.018303472,0.016068848,0.012934117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orientation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.97613244,32.47119229,46.68468432,53.53076561,57.60015983,60.68999293,61.92751306,,1,3,4,5,5,6,6,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
343.6104597,6.911227119,27.89727103,41.30861401,47.56377021,51.34019175,54.83356396,,34,0,2,4,4,5,5,,,1.877548423,1.467922146,2.35430759,2.051439538,4.584778379,4.108195859,1.929911421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.690975832,3.542457234,2.785664934,2.337927153,0.66039367,1.87263467,1.299956566,0.708524189
319.8440004,337.2490237,3.691385986,21.80140949,33.23171107,40.7636052,46.04162668,,31,33,0,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.9964591,315,333.4349488,355.4260787,11.30993247,25.55996517,33.11134196,,30,31,33,35,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.8336542,298.7059525,308.9275436,325.0079798,342.4744316,0,15.524111,,29,29,30,32,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.3955493,288.103763,293.962489,303.111342,313.025066,330.2551187,347.0053832,,28,28,29,30,31,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
