x1,x2,x3,x4,x5,x6
802,1111,802,1,1,2
802,1133,802,1,1,2
802,1016,802,1,1,2
802,1024,802,1,1,2
802,1244,802,1,1,2
802,1197,802,1,1,2
802,1218,802,1,1,2
802,1314,802,1,1,2
802,1043,802,1,1,2
802,1657,802,1,1,2
815,149,815,1,1,2
810,921,810,1,1,2
805,2098,805,1,1,2
803,1697,803,1,1,2
803,1721,803,1,1,2
803,1586,803,1,1,2
803,1596,803,1,1,2
803,1687,803,1,1,2
804,1872,804,1,1,2
811,224,811,1,1,2
802,41,802,1,1,2
811,1993,811,1,1,2
811,2010,811,1,1,2
811,1972,811,1,1,2
811,1980,811,1,1,2
811,1835,811,1,1,2
811,1873,811,1,1,2
811,1887,811,1,1,2
806,23,806,1,1,2
822,103,822,1,1,2
804,2067,804,1,1,2
804,1975,804,1,1,2
804,1981,804,1,1,2
805,70,805,1,1,2
810,1404,810,1,1,2
810,1503,810,1,1,2
810,1689,810,1,1,2
810,1590,810,1,1,2
810,1602,810,1,1,2
810,1608,810,1,1,2
810,1672,810,1,1,2
822,921,822,1,1,2
824,269,824,1,1,2
837,229,837,1,1,2
823,938,823,1,1,2
828,246,828,1,1,2
828,198,828,1,1,2
830,931,830,1,1,2
849,316,849,1,1,2
838,922,838,1,1,2
859,216,859,1,1,2
842,170,842,1,1,2
846,931,846,1,1,2
850,921,850,1,1,2
863,931,863,1,1,2
865,26,865,1,1,2
875,218,875,1,1,2
863,276,863,1,1,2
867,268,867,1,1,2
873,72,873,1,1,2
873,167,873,1,1,2
872,316,872,1,1,2
895,270,895,1,1,2
884,234,884,1,1,2
884,273,884,1,1,2
888,94,888,1,1,2
885,141,885,1,1,2
889,975,889,1,1,2
894,231,894,1,1,2
894,241,894,1,1,2
894,315,894,1,1,2
905,306,905,1,1,2
905,208,905,1,1,2
900,52,900,1,1,2
900,235,900,1,1,2
897,1400,897,1,1,2
897,1526,897,1,1,2
897,1114,897,1,1,2
897,1290,897,1,1,2
897,1133,897,1,1,2
897,1144,897,1,1,2
897,1192,897,1,1,2
897,1015,897,1,1,2
894,455,894,1,1,2
896,1456,896,1,1,2
897,2037,897,1,1,2
897,1870,897,1,1,2
898,139,898,1,1,2
897,1618,897,1,1,2
897,1627,897,1,1,2
897,1944,897,1,1,2
897,1817,897,1,1,2
897,1583,897,1,1,2
897,1594,897,1,1,2
897,1705,897,1,1,2
897,1715,897,1,1,2
897,1687,897,1,1,2
896,1371,896,1,1,2
896,1070,896,1,1,2
896,1080,896,1,1,2
896,1178,896,1,1,2
902,225,902,1,1,2
902,248,902,1,1,2
902,294,902,1,1,2
898,2053,898,1,1,2
898,2104,898,1,1,2
898,2000,898,1,1,2
898,2090,898,1,1,2
905,1167,905,1,1,2
904,1002,904,1,1,2
907,107,907,1,1,2
904,1147,904,1,1,2
904,1028,904,1,1,2
904,1037,904,1,1,2
904,1199,904,1,1,2
904,1232,904,1,1,2
904,1100,904,1,1,2
904,1134,904,1,1,2
904,1431,904,1,1,2
904,1589,904,1,1,2
904,1721,904,1,1,2
904,1533,904,1,1,2
904,1313,904,1,1,2
904,1578,904,1,1,2
904,1412,904,1,1,2
904,1344,904,1,1,2
904,1499,904,1,1,2
910,137,910,1,1,2
908,136,908,1,1,2
909,14,909,1,1,2
909,119,909,1,1,2
905,2012,905,1,1,2
905,1962,905,1,1,2
905,1982,905,1,1,2
905,2063,905,1,1,2
908,939,908,1,1,2
909,263,909,1,1,2
911,98,911,1,1,2
920,33,920,1,1,2
