x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.00004483,0.00009323,0.00030539,0.00131225,0.00133337,0.00208570,0.00044872,0.00008119,0.00014723,0.00000000,0.00002267,0.00002385,0.00000000,0.00004586,0.00003586,0.00003547,0.00011897,0.00017928,0.00003909,0.00033063,0.00067470,0.00087337,0.00132992,0.00049638,0.00013883,0.00008342,0.00004735,0.00005116,0.00002742,0.00001014,0.00002136,0.00004961
0.00000000,0.00010597,0.00054884,0.00509070,0.00184519,0.00064453,0.00018186,0.00006886,0.00004943,0.00000000,0.00001923,0.00001077,0.00000000,0.00001423,0.00005318,0.00004444,0.00000843,0.00007948,0.00035228,0.00235178,0.00176196,0.00023410,0.00003762,0.00005948,0.00002140,0.00000000,0.00000000,0.00000000,0.00000000,0.00002885,0.00000970,0.00005440
0.00034667,0.00020558,0.00040380,0.00057957,0.00101634,0.00093939,0.00051749,0.00026441,0.00029684,0.00024706,0.00020259,0.00000000,0.00007413,0.00002318,0.00003098,0.00006095,0.00005891,0.00010122,0.00037550,0.00036875,0.00120991,0.00113021,0.00143835,0.00071691,0.00026715,0.00022156,0.00011473,0.00008582,0.00005875,0.00004276,0.00027251,0.00039550
0.00015999,0.00047753,0.00043348,0.00069265,0.00179160,0.00133732,0.00014005,0.00010063,0.00007766,0.00000000,0.00006106,0.00003356,0.00005335,0.00004589,0.00005047,0.00004828,0.00004210,0.00002906,0.00005809,0.00218600,0.00688191,0.00100839,0.00009755,0.00004223,0.00009337,0.00000000,0.00004775,0.00002585,0.00003533,0.00002727,0.00005841,0.00005273
0.00011064,0.00026850,0.00017899,0.00069028,0.00023568,0.00003444,0.00011871,0.00007377,0.00014066,0.00015653,0.00035281,0.00020095,0.00017001,0.00016390,0.00016467,0.00019924,0.00002355,0.00001742,0.00001815,0.00004726,0.00015791,0.00036440,0.00044349,0.00017450,0.00023657,0.00012076,0.00013159,0.00007627,0.00012513,0.00020404,0.00018236,0.00008854
0.00006248,0.00011837,0.00010617,0.00017811,0.00022047,0.00006703,0.00001455,0.00001289,0.00002948,0.00000751,0.00000145,0.00000118,0.00001868,0.00001596,0.00004828,0.00012759,0.00039414,0.00053877,0.00038876,0.00024035,0.00027854,0.00010294,0.00009291,0.00001203,0.00004678,0.00004322,0.00001508,0.00006003,0.00009918,0.00015579,0.00010446,0.00003772
0.00002714,0.00008420,0.00035435,0.00055074,0.00066039,0.00013811,0.00003171,0.00002755,0.00000799,0.00003220,0.00004335,0.00000322,0.00000852,0.00000613,0.00000313,0.00002147,0.00002482,0.00007179,0.00046189,0.00076538,0.00119268,0.00063827,0.00027350,0.00011357,0.00002455,0.00004118,0.00005001,0.00002573,0.00000536,0.00005898,0.00001269,0.00002086
0.00132799,0.00041421,0.00018357,0.00014108,0.00025460,0.00022830,0.00100036,0.00053201,0.00001565,0.00026496,0.00013863,0.00009497,0.00074476,0.00073013,0.00073812,0.00100902,0.00035330,0.00024236,0.00039963,0.00032210,0.00024491,0.00030336,0.00022550,0.00009258,0.00019513,0.00027868,0.00053052,0.00047295,0.00023510,0.00026607,0.00026380,0.00075043
0.00002332,0.00002625,0.00013267,0.00059943,0.00162670,0.00123762,0.00103306,0.00108737,0.00036213,0.00030623,0.00006819,0.00017458,0.00018572,0.00007539,0.00006563,0.00004725,0.00014202,0.00023063,0.00093545,0.00047345,0.00067827,0.00090950,0.00085661,0.00062317,0.00019772,0.00000000,0.00002235,0.00000000,0.00001755,0.00001512,0.00000000,0.00000000
0.00001316,0.00000000,0.00001013,0.00000567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000571,0.00002547,0.00005502,0.00004730,0.00005467,0.00015621,0.00018061,0.00089190,0.00689548,0.00562829,0.00030735,0.00007098,0.00007013,0.00002532,0.00001107,0.00000000
0.00004971,0.00003735,0.00011046,0.00062089,0.00310792,0.00215517,0.00167346,0.00157615,0.00067801,0.00027617,0.00009461,0.00006423,0.00004105,0.00000810,0.00002444,0.00008760,0.00002716,0.00008134,0.00001590,0.00029041,0.00117526,0.00271396,0.00218147,0.00054090,0.00023182,0.00003377,0.00000000,0.00000727,0.00004441,0.00006024,0.00000000,0.00000000
0.00004339,0.00029171,0.00029138,0.00395224,0.00300327,0.00094973,0.00017072,0.00012336,0.00011514,0.00000369,0.00000495,0.00006821,0.00001944,0.00000000,0.00005437,0.00002634,0.00008945,0.00017341,0.00045826,0.00057356,0.00170254,0.00106764,0.00046018,0.00059303,0.00044740,0.00013216,0.00007628,0.00008594,0.00006441,0.00003730,0.00006941,0.00007609
0.00002474,0.00001187,0.00003188,0.00023887,0.00028164,0.00209731,0.00117382,0.00036723,0.00014241,0.00013076,0.00008359,0.00000834,0.00015042,0.00000942,0.00012705,0.00009568,0.00025890,0.00040725,0.00064010,0.00057001,0.00070061,0.00126711,0.00178856,0.00005870,0.00004909,0.00000000,0.00001220,0.00000000,0.00001426,0.00000000,0.00000000,0.00000000
0.00036627,0.00035881,0.00002482,0.00027156,0.00001588,0.00040520,0.00002135,0.00036405,0.00048944,0.00080470,0.00128734,0.00099528,0.00174701,0.00139975,0.00032342,0.00017851,0.00005658,0.00000000,0.00002216,0.00007766,0.00006933,0.00004404,0.00009826,0.00030324,0.00052038,0.00028777,0.00072263,0.00183480,0.00147487,0.00085350,0.00132641,0.00075623
0.00001426,0.00002441,0.00000000,0.00011609,0.00194524,0.00475118,0.00052853,0.00035848,0.00008558,0.00002455,0.00000000,0.00000000,0.00002238,0.00000000,0.00000000,0.00000617,0.00001420,0.00001976,0.00005264,0.00018397,0.00156959,0.00362289,0.00040224,0.00004228,0.00002296,0.00000394,0.00000000,0.00001702,0.00000000,0.00000000,0.00001218,0.00000000
0.00030754,0.00039219,0.00066379,0.00095421,0.00076450,0.00028953,0.00038531,0.00034121,0.00076169,0.00114202,0.00049751,0.00031272,0.00049653,0.00036745,0.00005952,0.00021895,0.00032485,0.00050730,0.00049703,0.00115036,0.00096357,0.00028104,0.00014563,0.00008687,0.00005910,0.00002713,0.00011708,0.00008779,0.00020306,0.00030773,0.00026681,0.00015611
0.00020331,0.00035645,0.00066272,0.00041802,0.00021200,0.00022731,0.00043058,0.00023530,0.00014429,0.00024046,0.00009549,0.00010114,0.00020736,0.00044456,0.00080420,0.00122861,0.00048538,0.00089151,0.00185101,0.00130903,0.00072972,0.00101890,0.00140897,0.00041426,0.00032514,0.00010108,0.00017406,0.00007889,0.00010596,0.00009375,0.00010243,0.00006601
0.00005612,0.00009337,0.00053304,0.00174961,0.00103375,0.00286142,0.00059990,0.00025566,0.00009245,0.00004540,0.00002903,0.00005562,0.00002493,0.00002702,0.00003721,0.00001160,0.00010031,0.00012387,0.00025417,0.00085213,0.00094585,0.00175936,0.00038815,0.00010184,0.00004166,0.00004890,0.00004602,0.00001440,0.00001689,0.00000000,0.00002607,0.00003527
0.00000598,0.00000000,0.00005473,0.00008829,0.00110014,0.00130221,0.00074686,0.00043280,0.00012167,0.00009811,0.00005321,0.00001101,0.00000000,0.00002330,0.00000739,0.00000667,0.00002231,0.00001134,0.00006997,0.00013201,0.00088011,0.00188420,0.00032435,0.00005466,0.00002436,0.00002269,0.00000000,0.00001139,0.00001378,0.00000348,0.00000275,0.00001889
0.00030696,0.00045889,0.00198909,0.00127007,0.00189520,0.00026811,0.00015428,0.00008282,0.00002526,0.00000000,0.00001238,0.00002235,0.00001648,0.00005200,0.00003083,0.00002469,0.00002467,0.00012623,0.00016313,0.00237515,0.00278791,0.00099320,0.00037358,0.00019204,0.00011960,0.00008498,0.00012131,0.00018445,0.00004310,0.00012618,0.00012591,0.00016088
0.00002526,0.00000000,0.00003050,0.00111902,0.00278369,0.00602196,0.00046378,0.00000965,0.00004158,0.00002082,0.00000000,0.00001907,0.00000120,0.00001210,0.00001971,0.00000000,0.00002428,0.00003591,0.00022682,0.00169965,0.00256841,0.00362476,0.00066698,0.00006532,0.00002052,0.00000000,0.00001341,0.00000958,0.00000000,0.00000903,0.00000442,0.00000000
0.00012720,0.00010960,0.00005932,0.00016040,0.00027202,0.00046787,0.00050449,0.00057410,0.00059179,0.00022980,0.00015376,0.00012986,0.00017434,0.00026683,0.00018657,0.00005726,0.00014551,0.00005195,0.00007760,0.00011340,0.00019152,0.00047041,0.00081355,0.00040771,0.00016958,0.00022039,0.00013764,0.00014229,0.00003567,0.00003211,0.00005490,0.00003879
0.00013926,0.00013157,0.00015670,0.00043852,0.00417786,0.00604267,0.00045716,0.00034329,0.00014519,0.00003154,0.00037894,0.00016745,0.00013342,0.00006024,0.00008879,0.00010911,0.00012429,0.00015575,0.00057500,0.00201672,0.00164927,0.00038177,0.00023500,0.00009358,0.00004276,0.00003221,0.00007695,0.00003368,0.00002324,0.00011046,0.00012162,0.00010264
0.00005180,0.00002331,0.00006886,0.00003409,0.00038695,0.00057835,0.00171825,0.00145955,0.00039777,0.00024957,0.00007173,0.00011942,0.00006837,0.00001342,0.00003666,0.00008632,0.00010170,0.00011340,0.00018961,0.00025449,0.00097996,0.00411906,0.00313690,0.00064323,0.00049055,0.00020018,0.00052206,0.00039871,0.00096952,0.00018537,0.00010044,0.00004622
0.00204192,0.00185648,0.00092346,0.00109722,0.00096739,0.00047802,0.00005413,0.00002383,0.00002461,0.00002956,0.00004352,0.00004911,0.00007417,0.00008048,0.00009276,0.00017393,0.00015856,0.00045405,0.00027993,0.00047898,0.00058000,0.00026628,0.00022747,0.00004180,0.00011639,0.00001060,0.00002728,0.00013866,0.00017667,0.00040181,0.00150683,0.00109989
0.00020571,0.00009017,0.00007351,0.00012692,0.00090815,0.00116507,0.00027609,0.00013957,0.00006842,0.00006141,0.00013438,0.00009334,0.00015850,0.00027333,0.00036106,0.00114135,0.00134966,0.00425864,0.00246807,0.00047212,0.00005324,0.00007088,0.00018189,0.00004082,0.00000106,0.00004670,0.00006769,0.00012521,0.00006217,0.00029358,0.00007259,0.00019943
0.00013357,0.00015139,0.00029746,0.00036787,0.00048427,0.00131112,0.00068300,0.00029389,0.00025345,0.00018423,0.00004600,0.00017011,0.00002752,0.00010064,0.00005935,0.00012127,0.00010988,0.00014271,0.00042842,0.00035467,0.00027736,0.00038836,0.00040448,0.00019871,0.00013002,0.00010302,0.00002074,0.00006843,0.00002389,0.00003499,0.00002601,0.00004979
0.00000000,0.00000000,0.00018051,0.00208001,0.00458469,0.00142633,0.00009691,0.00011029,0.00006136,0.00000000,0.00000000,0.00000566,0.00000000,0.00000849,0.00001010,0.00000000,0.00010088,0.00010500,0.00075919,0.00317679,0.00377170,0.00129614,0.00011632,0.00000000,0.00000000,0.00001802,0.00000000,0.00002156,0.00001852,0.00000000,0.00000882,0.00000000
0.00225213,0.00270707,0.00058589,0.00021982,0.00011580,0.00010396,0.00003728,0.00001837,0.00011803,0.00051586,0.00103044,0.00097754,0.00036114,0.00032535,0.00028726,0.00028159,0.00063490,0.00333768,0.00181867,0.00028066,0.00002253,0.00004156,0.00015530,0.00002615,0.00007047,0.00000432,0.00000343,0.00011673,0.00015617,0.00039435,0.00141221,0.00115827
0.00013702,0.00056684,0.00052715,0.00097072,0.00055434,0.00042495,0.00024541,0.00023273,0.00034258,0.00017215,0.00036147,0.00066892,0.00029128,0.00076287,0.00038329,0.00033689,0.00056717,0.00034135,0.00090009,0.00126911,0.00092059,0.00091655,0.00078448,0.00022528,0.00052374,0.00035771,0.00033376,0.00011772,0.00007362,0.00012688,0.00027663,0.00025534
0.00015356,0.00014584,0.00068496,0.00198974,0.00210594,0.00099012,0.00052547,0.00043675,0.00045719,0.00023927,0.00019651,0.00011206,0.00006133,0.00019896,0.00019631,0.00017484,0.00027114,0.00050583,0.00154849,0.00055263,0.00093518,0.00063225,0.00027653,0.00006066,0.00012964,0.00002395,0.00006543,0.00003914,0.00000000,0.00005282,0.00007947,0.00004631
0.00019090,0.00015605,0.00036068,0.00121026,0.00358379,0.00426670,0.00101949,0.00029877,0.00012051,0.00007611,0.00004111,0.00006016,0.00000000,0.00004792,0.00006623,0.00000000,0.00005879,0.00027229,0.00053914,0.00194596,0.00110136,0.00175545,0.00098705,0.00050159,0.00097465,0.00044572,0.00021100,0.00004942,0.00010684,0.00013543,0.00004028,0.00005433
0.00012186,0.00023471,0.00013595,0.00024747,0.00029646,0.00049401,0.00036797,0.00077653,0.00046927,0.00031477,0.00028213,0.00037354,0.00020449,0.00024374,0.00013950,0.00012612,0.00009568,0.00010671,0.00023408,0.00014287,0.00014277,0.00005327,0.00011648,0.00034790,0.00037130,0.00023714,0.00009510,0.00013510,0.00005858,0.00005582,0.00008814,0.00007873
0.00003581,0.00003146,0.00002206,0.00012286,0.00008058,0.00018415,0.00009937,0.00014096,0.00019064,0.00027105,0.00138447,0.00116136,0.00070125,0.00041650,0.00043706,0.00066661,0.00032955,0.00017271,0.00018819,0.00022161,0.00078444,0.00120237,0.00060492,0.00015181,0.00011812,0.00015904,0.00047167,0.00059316,0.00104930,0.00029868,0.00003611,0.00008128
0.00008057,0.00056754,0.00086380,0.00170266,0.00154733,0.00239723,0.00030977,0.00016884,0.00006864,0.00000000,0.00000000,0.00008974,0.00001151,0.00004643,0.00002625,0.00004726,0.00008179,0.00019243,0.00030517,0.00115908,0.00242106,0.00083427,0.00028665,0.00051784,0.00029814,0.00014088,0.00015632,0.00002992,0.00004014,0.00007417,0.00008025,0.00019555
0.00006804,0.00019230,0.00085535,0.00137965,0.00164829,0.00216805,0.00060170,0.00034423,0.00026853,0.00011861,0.00009578,0.00010915,0.00004215,0.00002177,0.00025678,0.00013380,0.00050542,0.00092705,0.00080503,0.00064786,0.00035876,0.00045352,0.00038225,0.00023856,0.00014892,0.00007590,0.00000000,0.00001231,0.00000000,0.00007709,0.00000000,0.00000000
0.00012069,0.00014852,0.00085805,0.00241392,0.00023999,0.00023541,0.00030823,0.00041291,0.00012915,0.00007406,0.00001155,0.00006068,0.00004048,0.00005203,0.00001421,0.00000000,0.00017351,0.00010219,0.00061059,0.00229247,0.00170405,0.00180976,0.00099298,0.00025917,0.00009792,0.00003392,0.00003993,0.00005139,0.00000000,0.00004550,0.00003434,0.00004902
0.00007703,0.00007841,0.00019654,0.00026831,0.00043318,0.00124807,0.00011621,0.00002196,0.00000986,0.00000150,0.00000000,0.00001281,0.00000466,0.00001121,0.00002903,0.00010853,0.00004251,0.00009771,0.00010970,0.00029894,0.00236221,0.00115506,0.00091027,0.00032779,0.00015741,0.00003087,0.00003743,0.00006426,0.00004491,0.00004005,0.00001338,0.00001603
0.00002723,0.00002341,0.00010974,0.00024918,0.00213855,0.00160777,0.00114550,0.00128496,0.00060464,0.00020865,0.00006989,0.00009636,0.00004527,0.00004606,0.00003070,0.00005513,0.00001680,0.00002948,0.00007374,0.00010025,0.00047016,0.00465964,0.00326356,0.00035310,0.00019737,0.00001884,0.00004211,0.00000000,0.00001259,0.00001456,0.00004304,0.00002160
0.00003586,0.00017269,0.00018235,0.00145725,0.00123410,0.00121518,0.00175407,0.00090850,0.00054520,0.00021866,0.00018460,0.00013366,0.00003558,0.00010227,0.00011480,0.00006108,0.00019373,0.00042059,0.00187820,0.00121237,0.00168642,0.00036791,0.00013582,0.00005415,0.00010312,0.00007171,0.00003833,0.00008773,0.00018487,0.00008110,0.00005142,0.00010335
0.00003012,0.00006168,0.00009348,0.00061658,0.00088489,0.00101509,0.00102435,0.00048953,0.00019510,0.00011745,0.00007074,0.00004950,0.00003474,0.00003305,0.00008451,0.00003362,0.00026405,0.00034699,0.00032679,0.00075423,0.00199199,0.00126778,0.00094410,0.00060772,0.00048342,0.00116776,0.00028894,0.00013767,0.00013117,0.00003996,0.00010749,0.00006524
0.00005530,0.00000759,0.00012509,0.00135563,0.00290945,0.00135477,0.00007802,0.00005027,0.00006918,0.00001004,0.00000000,0.00000464,0.00001192,0.00000431,0.00000250,0.00007992,0.00002073,0.00003974,0.00030561,0.00385568,0.00581854,0.00052262,0.00006498,0.00001918,0.00000000,0.00000000,0.00001150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00019810,0.00016781,0.00020411,0.00035229,0.00027715,0.00018769,0.00029344,0.00027864,0.00027702,0.00022269,0.00013490,0.00011572,0.00012341,0.00002130,0.00012618,0.00059773,0.00024811,0.00022693,0.00036805,0.00126462,0.00141740,0.00116042,0.00097114,0.00046975,0.00000555,0.00006231,0.00007028,0.00005041,0.00004458,0.00004327,0.00006833,0.00009904
0.00022178,0.00056447,0.00212635,0.00184917,0.00123723,0.00096800,0.00141380,0.00077887,0.00017243,0.00004397,0.00001157,0.00000000,0.00001889,0.00000000,0.00000000,0.00001985,0.00004291,0.00006691,0.00006254,0.00042253,0.00068697,0.00090176,0.00078868,0.00037336,0.00025873,0.00011157,0.00009567,0.00008971,0.00005424,0.00001878,0.00011950,0.00012225
