x1,x2,x3,x4,x5,x6
527,209,3,2447,2,3
544,340,3,2464,2,3
563,440,3,2483,2,3
560,427,3,2480,2,3
540,285,3,2460,2,3
542,178,3,2462,2,3
557,247,3,2477,2,3
580,49,3,2500,2,3
585,451,3,2505,2,3
598,344,3,2518,2,3
577,253,3,2497,2,3
576,377,3,2496,2,3
595,332,3,2515,2,3
604,240,3,2524,2,3
594,400,3,2514,2,3
595,227,3,2515,2,3
619,144,3,2539,2,3
621,250,3,2541,2,3
591,285,3,2511,2,3
590,370,3,2510,2,3
613,197,3,2533,2,3
634,340,3,2554,2,3
629,300,3,2549,2,3
642,174,3,2562,2,3
642,100,3,2562,2,3
639,154,3,2559,2,3
640,147,3,2560,2,3
649,85,3,2569,2,3
656,200,3,2576,2,3
659,216,3,2579,2,3
661,271,3,2581,2,3
660,229,3,2580,2,3
665,110,3,2585,2,3
670,362,3,2590,2,3
672,334,3,2592,2,3
672,361,3,2592,2,3
675,256,3,2595,2,3
680,80,3,2600,2,3
679,55,3,2599,2,3
683,389,3,2603,2,3
689,92,3,2609,2,3
697,301,3,2617,2,3
695,174,3,2615,2,3
694,208,3,2614,2,3
699,278,3,2619,2,3
699,55,3,2619,2,3
705,194,3,2625,2,3
702,277,3,2622,2,3
707,330,3,2627,2,3
707,149,3,2627,2,3
706,175,3,2626,2,3
714,452,3,2634,2,3
725,49,3,2645,2,3
735,185,3,2655,2,3
735,199,3,2655,2,3
732,423,3,2652,2,3
729,117,3,2649,2,3
738,221,3,2658,2,3
747,364,3,2667,2,3
749,102,3,2669,2,3
750,135,3,2670,2,3
753,309,3,2673,2,3
755,66,3,2675,2,3
756,53,3,2676,2,3
769,379,3,2689,2,3
730,252,3,2650,2,3
766,269,3,2686,2,3
766,307,3,2686,2,3
774,254,3,2694,2,3
775,88,3,2695,2,3
774,317,3,2694,2,3
772,492,3,2692,2,3
765,100,3,2685,2,3
765,157,3,2685,2,3
765,220,3,2685,2,3
777,60,3,2697,2,3
778,49,3,2698,2,3
783,98,3,2703,2,3
793,211,3,2713,2,3
809,449,3,2729,2,3
786,492,3,2706,2,3
786,268,3,2706,2,3
806,266,3,2726,2,3
802,97,3,2722,2,3
798,131,3,2718,2,3
797,153,3,2717,2,3
808,283,3,2728,2,3
791,255,3,2711,2,3
820,185,3,2740,2,3
813,218,3,2733,2,3
812,49,3,2732,2,3
812,67,3,2732,2,3
811,365,3,2731,2,3
817,201,3,2737,2,3
824,150,3,2744,2,3
825,94,3,2745,2,3
831,64,3,2751,2,3
841,57,3,2761,2,3
840,272,3,2760,2,3
843,226,3,2763,2,3
844,92,3,2764,2,3
845,213,3,2765,2,3
861,91,3,2781,2,3
862,331,3,2782,2,3
864,58,3,2784,2,3
864,112,3,2784,2,3
873,415,3,2793,2,3
877,381,3,2797,2,3
881,196,3,2801,2,3
883,478,3,2803,2,3
883,129,3,2803,2,3
878,271,3,2798,2,3
879,213,3,2799,2,3
887,76,3,2807,2,3
887,49,3,2807,2,3
893,330,3,2813,2,3
899,467,3,2819,2,3
900,298,3,2820,2,3
897,232,3,2817,2,3
902,175,3,2822,2,3
905,395,3,2825,2,3
908,131,3,2828,2,3
912,224,3,2832,2,3
912,185,3,2832,2,3
912,268,3,2832,2,3
912,445,3,2832,2,3
912,459,3,2832,2,3
51,401,4,2931,2,3
60,416,4,2940,2,3
53,322,4,2933,2,3
53,344,4,2933,2,3
64,275,4,2944,2,3
66,259,4,2946,2,3
72,347,4,2952,2,3
49,492,4,2929,2,3
49,112,4,2929,2,3
49,295,4,2929,2,3
49,49,4,2929,2,3
49,390,4,2929,2,3
49,402,4,2929,2,3
49,133,4,2929,2,3
49,165,4,2929,2,3
50,182,4,2930,2,3
49,420,4,2929,2,3
49,261,4,2929,2,3
49,278,4,2929,2,3
74,320,4,2954,2,3
78,397,4,2958,2,3
83,283,4,2963,2,3
79,184,4,2959,2,3
80,339,4,2960,2,3
90,273,4,2970,2,3
92,326,4,2972,2,3
92,184,4,2972,2,3
90,426,4,2970,2,3
91,413,4,2971,2,3
98,142,4,2978,2,3
95,222,4,2975,2,3
95,64,4,2975,2,3
95,94,4,2975,2,3
111,131,4,2991,2,3
120,408,4,3000,2,3
114,229,4,2994,2,3
122,391,4,3002,2,3
123,177,4,3003,2,3
134,259,4,3014,2,3
125,154,4,3005,2,3
125,374,4,3005,2,3
126,85,4,3006,2,3
131,202,4,3011,2,3
143,188,4,3023,2,3
136,344,4,3016,2,3
143,389,4,3023,2,3
145,404,4,3025,2,3
169,412,4,3049,2,3
164,167,4,3044,2,3
149,492,4,3029,2,3
150,283,4,3030,2,3
140,306,4,3020,2,3
140,418,4,3020,2,3
139,492,4,3019,2,3
141,295,4,3021,2,3
170,312,4,3050,2,3
171,449,4,3051,2,3
160,106,4,3040,2,3
158,240,4,3038,2,3
158,258,4,3038,2,3
181,132,4,3061,2,3
188,184,4,3068,2,3
201,256,4,3081,2,3
195,347,4,3075,2,3
196,312,4,3076,2,3
199,125,4,3079,2,3
200,165,4,3080,2,3
184,183,4,3064,2,3
184,221,4,3064,2,3
204,77,4,3084,2,3
204,63,4,3084,2,3
194,149,4,3074,2,3
194,389,4,3074,2,3
209,224,4,3089,2,3
213,225,4,3093,2,3
213,352,4,3093,2,3
191,408,4,3071,2,3
192,150,4,3072,2,3
206,320,4,3086,2,3
214,143,4,3094,2,3
214,388,4,3094,2,3
216,256,4,3096,2,3
229,253,4,3109,2,3
231,227,4,3111,2,3
219,160,4,3099,2,3
219,255,4,3099,2,3
240,154,4,3120,2,3
226,226,4,3106,2,3
226,268,4,3106,2,3
243,307,4,3123,2,3
244,228,4,3124,2,3
257,187,4,3137,2,3
252,163,4,3132,2,3
251,284,4,3131,2,3
254,114,4,3134,2,3
259,266,4,3139,2,3
248,254,4,3128,2,3
249,229,4,3129,2,3
262,230,4,3142,2,3
264,152,4,3144,2,3
264,313,4,3144,2,3
270,282,4,3150,2,3
270,349,4,3150,2,3
275,205,4,3155,2,3
277,192,4,3157,2,3
281,265,4,3161,2,3
284,290,4,3164,2,3
284,74,4,3164,2,3
285,233,4,3165,2,3
283,144,4,3163,2,3
282,435,4,3162,2,3
289,329,4,3169,2,3
288,348,4,3168,2,3
291,328,4,3171,2,3
298,226,4,3178,2,3
304,293,4,3184,2,3
305,401,4,3185,2,3
317,390,4,3197,2,3
314,339,4,3194,2,3
313,117,4,3193,2,3
312,340,4,3192,2,3
310,319,4,3190,2,3
311,158,4,3191,2,3
311,378,4,3191,2,3
321,389,4,3201,2,3
324,140,4,3204,2,3
323,334,4,3203,2,3
323,92,4,3203,2,3
327,169,4,3207,2,3
326,332,4,3206,2,3
328,119,4,3208,2,3
335,202,4,3215,2,3
340,283,4,3220,2,3
342,411,4,3222,2,3
346,261,4,3226,2,3
347,424,4,3227,2,3
353,413,4,3233,2,3
353,87,4,3233,2,3
370,491,4,3250,2,3
381,50,4,3261,2,3
382,366,4,3262,2,3
378,157,4,3258,2,3
378,188,4,3258,2,3
379,51,4,3259,2,3
379,90,4,3259,2,3
379,428,4,3259,2,3
380,199,4,3260,2,3
388,213,4,3268,2,3
390,236,4,3270,2,3
399,98,4,3279,2,3
407,205,4,3287,2,3
406,235,4,3286,2,3
406,375,4,3286,2,3
409,212,4,3289,2,3
418,307,4,3298,2,3
422,334,4,3302,2,3
420,373,4,3300,2,3
413,108,4,3293,2,3
413,146,4,3293,2,3
414,84,4,3294,2,3
413,320,4,3293,2,3
426,359,4,3306,2,3
428,358,4,3308,2,3
435,357,4,3315,2,3
438,228,4,3318,2,3
437,153,4,3317,2,3
