x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
0.00489669,0.00345134,0.00322993,0.00123691,0.00471831,0.00337748,0.00361837,0.00000000,0.00441157,0.00374850,0.00379864,0.00528169,0.00135837,0.00372093,0.00374796,0.00000000,0.00392698,0.00383395,0.00332964,0.00155116,0.00435235,0.00267137,0.00307983,0.00000000,0.00413660,0.00427580,0.00447719,0.00141415,0.00604826,0.00437336,0.00404629,0.00017610,2250.00000000,1674.00000000,1.00000000,2.00000000,2250.00000000,0.50061244
0.00156562,0.00095679,0.00065999,0.00022891,0.00080543,0.00061224,0.00090465,0.00000000,0.00122504,0.00153488,0.00157206,0.00225599,0.00056009,0.00163345,0.00154529,0.00000000,0.00160640,0.00108676,0.00091200,0.00038941,0.00138936,0.00098626,0.00117934,0.00000000,0.00174008,0.00160907,0.00174318,0.00059816,0.00251828,0.00178530,0.00166568,0.00000000,2702.00000000,147.00000000,1.00000000,2.00000000,2702.00000000,0.59939021
0.00140846,0.00108248,0.00083596,0.00037537,0.00114133,0.00074044,0.00092347,0.00000000,0.00117303,0.00124527,0.00136112,0.00205024,0.00048347,0.00155392,0.00151070,0.00005866,0.00202782,0.00150955,0.00138320,0.00053953,0.00174113,0.00097184,0.00094670,0.00000000,0.00110334,0.00110461,0.00122430,0.00050312,0.00198068,0.00143609,0.00144167,0.00000000,1992.00000000,78.00000000,1.00000000,2.00000000,1992.00000000,0.54175168
0.00125901,0.00072211,0.00073874,0.00034100,0.00144500,0.00119590,0.00144656,0.00000000,0.00180562,0.00154456,0.00145190,0.00178010,0.00036006,0.00107617,0.00091097,0.00000000,0.00109537,0.00092807,0.00100799,0.00040756,0.00156226,0.00116863,0.00121567,0.00000000,0.00167497,0.00143534,0.00158484,0.00051757,0.00220048,0.00150185,0.00126748,0.00000000,2075.00000000,260.00000000,1.00000000,2.00000000,2075.00000000,0.55560309
-0.00093889,-0.00039528,-0.00060324,-0.00012009,-0.00154948,-0.00147080,-0.00155622,0.00000000,-0.00148632,-0.00122974,-0.00124496,-0.00217191,-0.00063752,-0.00168442,-0.00182704,0.00000000,-0.00238573,-0.00187351,-0.00183536,-0.00055909,-0.00229961,-0.00153818,-0.00138018,0.00000000,-0.00132833,-0.00110388,-0.00118853,-0.00049255,-0.00197309,-0.00137303,-0.00124925,0.00000000,2402.00000000,1658.00000000,1.00000000,2.00000000,2402.00000000,0.59309167
-0.00315491,-0.00305627,-0.00263501,-0.00120435,-0.00346686,-0.00198944,-0.00214359,0.00000000,-0.00192645,-0.00224643,-0.00237772,-0.00384618,-0.00089360,-0.00295757,-0.00282046,0.00000000,-0.00420744,-0.00271996,-0.00258929,-0.00084511,-0.00300838,-0.00144857,-0.00126060,0.00000000,-0.00084854,-0.00130533,-0.00146645,-0.00073362,-0.00281298,-0.00242916,-0.00282701,0.00000000,67.00000000,1580.00000000,1.00000000,2.00000000,67.00000000,0.58150691
0.00181811,0.00148026,0.00170924,0.00071347,0.00280324,0.00195512,0.00201573,0.00000000,0.00234560,0.00217959,0.00218108,0.00325086,0.00091443,0.00225436,0.00231363,0.00000000,0.00244213,0.00201098,0.00169288,0.00057693,0.00186433,0.00120408,0.00125904,0.00000000,0.00167568,0.00175831,0.00180531,0.00076005,0.00265011,0.00171725,0.00150815,0.00000000,2982.00000000,1905.00000000,1.00000000,2.00000000,2982.00000000,0.52623039
0.00164616,0.00122251,0.00092422,0.00028819,0.00109875,0.00089346,0.00106367,0.00000000,0.00170856,0.00159460,0.00181763,0.00264193,0.00072178,0.00196958,0.00188044,0.00000000,0.00145256,0.00076264,0.00056531,0.00024985,0.00140537,0.00139881,0.00180676,0.00000000,0.00195911,0.00150781,0.00135447,0.00045117,0.00201047,0.00150039,0.00163236,0.00000000,1651.00000000,221.00000000,1.00000000,2.00000000,1651.00000000,0.59008634
-0.00169533,-0.00183839,-0.00172972,-0.00064731,-0.00224669,-0.00135238,-0.00107126,0.00000000,-0.00060979,-0.00079951,-0.00103157,-0.00201428,-0.00069818,-0.00130169,-0.00113443,0.00000000,-0.00092361,-0.00086325,-0.00107904,-0.00056966,-0.00212755,-0.00154408,-0.00165285,0.00000000,-0.00155387,-0.00120166,-0.00089496,-0.00045817,-0.00140392,-0.00099443,-0.00140392,0.00000000,2472.00000000,1637.00000000,1.00000000,2.00000000,2472.00000000,0.55972415
0.00176774,0.00155528,0.00114374,0.00035870,0.00110348,0.00078997,0.00085409,0.00000000,0.00113444,0.00092932,0.00107787,0.00188490,0.00050211,0.00154661,0.00160678,0.00000000,0.00216526,0.00158141,0.00142462,0.00052034,0.00191823,0.00110872,0.00096484,0.00000000,0.00094353,0.00090932,0.00101731,0.00039400,0.00157748,0.00143570,0.00172331,0.00000000,1476.00000000,152.00000000,1.00000000,2.00000000,1476.00000000,0.56284404
-0.00425137,-0.00364929,-0.00363062,-0.00113657,-0.00466957,-0.00314310,-0.00285393,0.00000000,-0.00281784,-0.00228504,-0.00209770,-0.00334949,-0.00104553,-0.00261952,-0.00318623,0.00000000,-0.00392316,-0.00363327,-0.00334824,-0.00130928,-0.00434355,-0.00257709,-0.00235743,0.00000000,-0.00211437,-0.00207584,-0.00202897,-0.00100520,-0.00363769,-0.00282911,-0.00330058,0.00000000,38.00000000,1376.00000000,1.00000000,2.00000000,38.00000000,0.52997547
0.00384482,0.00256488,0.00212133,0.00088506,0.00368342,0.00310306,0.00343509,0.00000000,0.00483866,0.00351442,0.00352979,0.00441178,0.00106236,0.00303734,0.00315357,0.00000000,0.00401544,0.00417944,0.00436259,0.00178124,0.00662253,0.00497825,0.00510116,0.00000000,0.00658146,0.00526747,0.00538279,0.00172529,0.00716045,0.00500061,0.00469387,0.00000000,2033.00000000,1432.00000000,1.00000000,2.00000000,2033.00000000,0.57019502
-0.00125619,-0.00129789,-0.00104934,-0.00047661,-0.00131436,-0.00082976,-0.00089314,0.00000000,-0.00079100,-0.00100738,-0.00093220,-0.00175262,-0.00064707,-0.00102767,-0.00125951,0.00000000,-0.00159002,-0.00185253,-0.00196409,-0.00080853,-0.00296003,-0.00201121,-0.00196663,0.00000000,-0.00183473,-0.00154435,-0.00134331,-0.00065063,-0.00214411,-0.00136268,-0.00151327,0.00000000,2309.00000000,1801.00000000,1.00000000,2.00000000,2309.00000000,0.57529753
0.00300833,0.00220138,0.00197143,0.00088003,0.00282160,0.00168917,0.00184411,0.00000000,0.00220370,0.00250255,0.00270651,0.00401761,0.00102909,0.00296525,0.00293101,0.00000000,0.00331287,0.00250656,0.00214758,0.00080734,0.00273771,0.00179268,0.00203433,0.00000000,0.00274562,0.00274549,0.00291047,0.00106496,0.00421943,0.00299620,0.00279785,0.00000000,3661.00000000,1411.00000000,1.00000000,2.00000000,3661.00000000,0.52728432
0.00165180,0.00131720,0.00102587,0.00035239,0.00129044,0.00097630,0.00104119,0.00000000,0.00149475,0.00115349,0.00132583,0.00189454,0.00041816,0.00146962,0.00142706,0.00000000,0.00169903,0.00122247,0.00110195,0.00048107,0.00157275,0.00107764,0.00110950,0.00000000,0.00131287,0.00121617,0.00131350,0.00051378,0.00203701,0.00154519,0.00166515,0.00000000,2716.00000000,57.00000000,1.00000000,2.00000000,2716.00000000,0.51997709
0.00202258,0.00165975,0.00135454,0.00039697,0.00140336,0.00096864,0.00110795,0.00000000,0.00162402,0.00150751,0.00139258,0.00174086,0.00043874,0.00100397,0.00092646,0.00000000,0.00113346,0.00146057,0.00159706,0.00073499,0.00242341,0.00164897,0.00159098,0.00000000,0.00121866,0.00091586,0.00080942,0.00033354,0.00135620,0.00133823,0.00168968,0.00000000,2463.00000000,1832.00000000,1.00000000,2.00000000,2463.00000000,0.54899323
0.00431166,0.00467641,0.00434761,0.00172059,0.00601113,0.00427148,0.00439907,0.00000000,0.00475184,0.00434988,0.00398412,0.00611998,0.00197427,0.00388417,0.00430727,0.00000000,0.00429300,0.00408054,0.00380676,0.00162111,0.00587954,0.00425581,0.00468009,0.00000000,0.00474913,0.00448364,0.00384576,0.00200021,0.00589107,0.00364509,0.00430466,0.00000000,1924.00000000,1171.00000000,1.00000000,2.00000000,1924.00000000,0.48002738
-0.00393351,-0.00291812,-0.00282840,-0.00110386,-0.00311998,-0.00217135,-0.00235287,-0.00048803,-0.00301105,-0.00237707,-0.00233409,-0.00358088,-0.00107783,-0.00329168,-0.00313408,-0.00031183,-0.00541569,-0.00312505,-0.00362101,-0.00083528,-0.00452114,-0.00330041,-0.00257996,-0.00039832,-0.00265351,-0.00221742,-0.00296514,-0.00115601,-0.00353301,-0.00291819,-0.00267638,0.00000629,207.00000000,1734.00000000,1.00000000,3.00000000,207.00000000,0.49989459
-0.00662340,-0.00579726,-0.00548195,-0.00225895,-0.00788181,-0.00536903,-0.00572793,0.00000000,-0.00565889,-0.00563360,-0.00506816,-0.00749547,-0.00242588,-0.00492275,-0.00548452,0.00000000,-0.00511897,-0.00552301,-0.00491347,-0.00232289,-0.00761622,-0.00533843,-0.00579078,0.00000000,-0.00646332,-0.00589384,-0.00568640,-0.00219048,-0.00807520,-0.00570662,-0.00589312,0.00000000,955.00000000,1768.00000000,1.00000000,2.00000000,4795.00000000,0.48295084
0.00124833,0.00093000,0.00087306,0.00039551,0.00141225,0.00104520,0.00124453,0.00000000,0.00152389,0.00144143,0.00141352,0.00193451,0.00047950,0.00136331,0.00137628,0.00000000,0.00146812,0.00124949,0.00105013,0.00045309,0.00133588,0.00083691,0.00088424,0.00000000,0.00127909,0.00118782,0.00130403,0.00043786,0.00186485,0.00129090,0.00118846,0.00000000,97.00000000,1125.00000000,1.00000000,2.00000000,3937.00000000,0.51776338
0.00126105,0.00101269,0.00077149,0.00036409,0.00094177,0.00068117,0.00092813,0.00000000,0.00134425,0.00146613,0.00158918,0.00231269,0.00054837,0.00171508,0.00168347,0.00000000,0.00173328,0.00114720,0.00082965,0.00031905,0.00112298,0.00085272,0.00103583,0.00000000,0.00163469,0.00135977,0.00148452,0.00043500,0.00199553,0.00141394,0.00132423,0.00000000,328.00000000,1354.00000000,1.00000000,2.00000000,4168.00000000,0.57878917
0.00161216,0.00124702,0.00130384,0.00052319,0.00200808,0.00134237,0.00139558,0.00000000,0.00147687,0.00149357,0.00147490,0.00228318,0.00067128,0.00162762,0.00167787,0.00000000,0.00170496,0.00134350,0.00104358,0.00035862,0.00100716,0.00060202,0.00072150,0.00000000,0.00096588,0.00126820,0.00137676,0.00060680,0.00207451,0.00147053,0.00136733,0.00000000,253.00000000,1295.00000000,1.00000000,2.00000000,4093.00000000,0.54319417
0.00301449,0.00338497,0.00272399,0.00128352,0.00382635,0.00278959,0.00287566,0.00000000,0.00356281,0.00143993,0.00145408,0.00232730,0.00095102,0.00291960,0.00420777,0.00000000,0.00462159,0.00469558,0.00349184,0.00133270,0.00321200,0.00178196,0.00173057,0.00000000,0.00348999,0.00289783,0.00267687,0.00109329,0.00388665,0.00264091,0.00334640,0.00000000,788.00000000,1497.00000000,1.00000000,2.00000000,4628.00000000,0.55163026
0.00493954,0.00468162,0.00483640,0.00163250,0.00605872,0.00341872,0.00201245,0.00000000,0.00190296,0.00185363,0.00337138,0.00612121,0.00161223,0.00477335,0.00419297,0.00000000,0.00375678,0.00201909,0.00232285,0.00130737,0.00528055,0.00439234,0.00507443,0.00000000,0.00634923,0.00526903,0.00497029,0.00173301,0.00630664,0.00405737,0.00401282,0.00000000,589.00000000,1978.00000000,1.00000000,2.00000000,4429.00000000,0.58131069
-0.00282376,-0.00254135,-0.00266495,-0.00104592,-0.00494002,-0.00401283,-0.00440960,0.00000000,-0.00485474,-0.00435612,-0.00395872,-0.00562153,-0.00174924,-0.00369761,-0.00412919,0.00000000,-0.00390317,-0.00397522,-0.00331725,-0.00142998,-0.00399099,-0.00207638,-0.00136902,0.00000000,-0.00166854,-0.00116438,-0.00149639,-0.00115474,-0.00372951,-0.00268857,-0.00328860,0.00000000,628.00000000,1349.00000000,1.00000000,2.00000000,4468.00000000,0.59015054
0.00682332,0.00630355,0.00604616,0.00188155,0.00747038,0.00547944,0.00539765,0.00000000,0.00468523,0.00427608,0.00356950,0.00605378,0.00217606,0.00444288,0.00531570,0.00000000,0.00703320,0.00600556,0.00618779,0.00180109,0.00802994,0.00570203,0.00524325,0.00000000,0.00499825,0.00426365,0.00388702,0.00210337,0.00666128,0.00489454,0.00587327,0.00000000,567.00000000,862.00000000,1.00000000,2.00000000,4407.00000000,0.50995874
-0.00735483,-0.00549564,-0.00521198,-0.00170939,-0.00614752,-0.00329566,-0.00267921,0.00000000,-0.00330658,-0.00296011,-0.00278931,-0.00408714,-0.00111368,-0.00380143,-0.00448180,0.00000000,-0.00567464,-0.00452433,-0.00353847,-0.00110956,-0.00352574,-0.00239280,-0.00282770,0.00000000,-0.00320577,-0.00260110,-0.00295133,-0.00136617,-0.00602880,-0.00499106,-0.00542994,0.00000000,563.00000000,1345.00000000,1.00000000,2.00000000,4403.00000000,0.59040344
0.00577770,0.00568852,0.00511091,0.00248756,0.00774033,0.00501111,0.00551402,0.00000000,0.00514462,0.00510135,0.00467787,0.00706189,0.00220538,0.00518790,0.00581020,0.00000000,0.00629126,0.00585783,0.00529408,0.00222061,0.00723076,0.00467705,0.00497056,0.00000000,0.00571474,0.00571216,0.00552022,0.00241421,0.00821075,0.00557157,0.00594237,0.00000000,572.00000000,1764.00000000,1.00000000,2.00000000,4412.00000000,0.48067790
0.00393460,0.00462337,0.00439956,0.00195247,0.00652672,0.00466171,0.00415182,0.00000000,0.00617228,0.00389419,0.00447508,0.00599765,0.00174008,0.00404268,0.00382022,0.00000000,0.00269757,0.00312336,0.00293039,0.00170103,0.00495819,0.00376793,0.00408156,0.00000000,0.00508329,0.00415415,0.00399366,0.00149688,0.00550406,0.00366735,0.00416222,0.00000000,846.00000000,1891.00000000,1.00000000,2.00000000,4686.00000000,0.50920731
0.00385925,0.00421213,0.00370302,0.00190536,0.00568411,0.00414405,0.00447421,0.00000000,0.00560000,0.00470005,0.00466211,0.00601020,0.00182049,0.00421494,0.00431426,0.00000000,0.00378016,0.00413938,0.00406324,0.00179588,0.00625582,0.00462307,0.00418961,0.00000000,0.00615282,0.00402130,0.00455007,0.00143210,0.00659588,0.00437473,0.00451922,0.00000000,847.00000000,1879.00000000,1.00000000,2.00000000,4687.00000000,0.49764651
-0.00126058,-0.00126826,-0.00109490,-0.00048709,-0.00150789,-0.00100074,-0.00090560,0.00000000,-0.00147678,-0.00112988,-0.00127861,-0.00186840,-0.00054789,-0.00120785,-0.00124498,0.00000000,-0.00114049,-0.00124584,-0.00112650,-0.00045456,-0.00142117,-0.00118449,-0.00129547,0.00000000,-0.00209112,-0.00172573,-0.00174228,-0.00059668,-0.00230384,-0.00145643,-0.00146248,0.00000000,3502.00000000,1354.00000000,1.00000000,2.00000000,7342.00000000,0.52615964
0.00613769,0.00632842,0.00599276,0.00218969,0.00778992,0.00553570,0.00548817,0.00000000,0.00564812,0.00507159,0.00471668,0.00691217,0.00205259,0.00488544,0.00529391,0.00000000,0.00594334,0.00530474,0.00507440,0.00183355,0.00682456,0.00483941,0.00510685,0.00000000,0.00412728,0.00433661,0.00375756,0.00220297,0.00650750,0.00445979,0.00548106,0.00000000,662.00000000,866.00000000,1.00000000,2.00000000,4502.00000000,0.49252713
0.00122373,0.00074023,0.00044019,0.00018567,0.00063646,0.00064925,0.00108916,0.00000000,0.00153546,0.00163549,0.00170038,0.00218475,0.00056259,0.00172417,0.00169062,0.00000000,0.00168582,0.00125700,0.00104198,0.00041739,0.00140827,0.00099356,0.00111143,0.00000000,0.00163532,0.00142883,0.00156386,0.00052174,0.00220624,0.00155764,0.00144594,0.00000000,178.00000000,1237.00000000,1.00000000,2.00000000,4018.00000000,0.59804696
0.00656240,0.00630294,0.00592198,0.00216884,0.00772214,0.00533346,0.00525614,0.00000000,0.00405274,0.00358183,0.00303625,0.00573092,0.00217436,0.00447983,0.00559369,0.00000000,0.00746421,0.00645990,0.00643650,0.00196310,0.00801610,0.00526388,0.00447694,0.00000000,0.00463016,0.00425344,0.00429294,0.00217551,0.00717300,0.00519013,0.00599863,0.00000000,621.00000000,865.00000000,1.00000000,2.00000000,4461.00000000,0.52031809
0.00311998,0.00205934,0.00223509,0.00137545,0.00478269,0.00364526,0.00412655,0.00000000,0.00579782,0.00490163,0.00482601,0.00615072,0.00165004,0.00358971,0.00336223,0.00000000,0.00340773,0.00416431,0.00421140,0.00188877,0.00566291,0.00287501,0.00162300,0.00000000,0.00156640,0.00191224,0.00326785,0.00135599,0.00598313,0.00434227,0.00366881,0.00000000,617.00000000,1942.00000000,1.00000000,2.00000000,4457.00000000,0.58652794
0.00522294,0.00480940,0.00466432,0.00183934,0.00680218,0.00490745,0.00524328,0.00000000,0.00587793,0.00519611,0.00472566,0.00640810,0.00184911,0.00424699,0.00449512,0.00000000,0.00407977,0.00420489,0.00373736,0.00187809,0.00591596,0.00421158,0.00506532,0.00000000,0.00509218,0.00539121,0.00480745,0.00219864,0.00665841,0.00446828,0.00470791,0.00000000,540.00000000,1809.00000000,1.00000000,2.00000000,4380.00000000,0.48539677
-0.00406286,-0.00404269,-0.00372175,-0.00151914,-0.00499604,-0.00291271,-0.00261318,0.00000000,-0.00208981,-0.00194211,-0.00159158,-0.00272996,-0.00110458,-0.00218181,-0.00314511,0.00004314,-0.00359547,-0.00406474,-0.00369607,-0.00152491,-0.00493719,-0.00306794,-0.00279008,0.00000000,-0.00242568,-0.00210632,-0.00187027,-0.00098554,-0.00349945,-0.00264096,-0.00343306,0.00000000,856.00000000,1502.00000000,1.00000000,2.00000000,4696.00000000,0.55213302
-0.00166604,-0.00137648,-0.00113958,-0.00045813,-0.00137466,-0.00090686,-0.00095540,0.00000000,-0.00131262,-0.00114146,-0.00115695,-0.00185984,-0.00058567,-0.00143949,-0.00164303,0.00000000,-0.00200056,-0.00164755,-0.00146219,-0.00049385,-0.00161902,-0.00080785,-0.00050119,0.00000000,-0.00039453,-0.00044445,-0.00072594,-0.00042248,-0.00180000,-0.00144858,-0.00163543,0.00000000,3645.00000000,1284.00000000,1.00000000,2.00000000,7485.00000000,0.59407806
-0.00160244,-0.00168121,-0.00142525,-0.00072723,-0.00180313,-0.00082823,-0.00051642,0.00000000,-0.00037935,-0.00038378,-0.00078990,-0.00155186,-0.00047551,-0.00135261,-0.00141830,0.00000000,-0.00165603,-0.00146217,-0.00142581,-0.00064744,-0.00226020,-0.00160986,-0.00176871,0.00000000,-0.00213740,-0.00189326,-0.00177993,-0.00064810,-0.00240238,-0.00155332,-0.00163348,0.00000000,3644.00000000,1313.00000000,1.00000000,2.00000000,7484.00000000,0.59126699
-0.00369610,-0.00400788,-0.00360484,-0.00152517,-0.00479408,-0.00282446,-0.00253380,0.00000000,-0.00207879,-0.00197147,-0.00179122,-0.00321910,-0.00117232,-0.00271378,-0.00349578,0.00000000,-0.00427264,-0.00406172,-0.00376853,-0.00144584,-0.00493386,-0.00299656,-0.00271320,0.00000000,-0.00222634,-0.00201923,-0.00177625,-0.00094488,-0.00328346,-0.00246116,-0.00331714,0.00003748,909.00000000,979.00000000,1.00000000,2.00000000,4749.00000000,0.54925948
0.00135162,0.00142090,0.00123046,0.00058878,0.00157731,0.00099684,0.00123754,0.00000000,0.00150124,0.00178544,0.00145696,0.00184069,0.00043832,0.00065397,0.00065490,0.00000000,0.00106360,0.00167859,0.00184538,0.00089666,0.00292393,0.00192155,0.00182843,0.00000000,0.00129225,0.00082647,0.00068692,0.00033397,0.00145517,0.00120693,0.00148148,0.00000000,3670.00000000,1478.00000000,1.00000000,2.00000000,7510.00000000,0.59072804
-0.00002808,-0.00045515,-0.00131379,-0.00071915,-0.00256238,-0.00237273,-0.00228950,-0.00024924,-0.00350245,-0.00229387,-0.00249178,-0.00300868,-0.00081079,-0.00217061,-0.00180983,-0.00028671,-0.00205829,-0.00173046,-0.00206985,-0.00089352,-0.00296520,-0.00250897,-0.00242943,-0.00027682,-0.00339664,-0.00247172,-0.00255863,-0.00094825,-0.00289682,-0.00164319,-0.00072659,-0.00005679,142.00000000,1833.00000000,1.00000000,3.00000000,142.00000000,0.58537990
0.00149176,0.00152450,0.00150309,0.00076609,0.00265577,0.00197238,0.00222637,0.00000000,0.00260744,0.00222732,0.00196265,0.00263272,0.00077595,0.00141468,0.00143234,0.00000000,0.00119628,0.00152118,0.00142439,0.00083419,0.00251211,0.00175806,0.00207017,0.00000000,0.00212938,0.00215816,0.00196574,0.00088974,0.00274908,0.00165724,0.00168840,0.00000000,2978.00000000,2015.00000000,1.00000000,2.00000000,6818.00000000,0.51253605
-0.00423707,-0.00238390,-0.00279825,-0.00069733,-0.00364153,-0.00292764,-0.00283658,-0.00042990,-0.00332959,-0.00256095,-0.00230222,-0.00220081,-0.00044436,-0.00110118,-0.00114534,0.00004795,-0.00141744,-0.00187334,-0.00221114,-0.00093527,-0.00325840,-0.00261279,-0.00246717,-0.00038534,-0.00326310,-0.00254538,-0.00271533,-0.00073170,-0.00331289,-0.00269032,-0.00231538,-0.00012109,46.00000000,1633.00000000,1.00000000,3.00000000,46.00000000,0.54760164
-0.00238697,-0.00204066,-0.00202508,-0.00085783,-0.00291997,-0.00168048,-0.00135492,0.00000000,-0.00128717,-0.00131129,-0.00163493,-0.00292972,-0.00094754,-0.00189697,-0.00148160,0.00000000,-0.00084582,-0.00064744,-0.00092316,-0.00073461,-0.00244026,-0.00164264,-0.00191880,0.00000000,-0.00206821,-0.00234463,-0.00236305,-0.00099265,-0.00345475,-0.00231049,-0.00225052,0.00000000,2971.00000000,1879.00000000,1.00000000,2.00000000,6811.00000000,0.57583165
0.00078773,0.00089062,0.00131750,0.00048809,0.00197708,0.00120181,0.00108282,0.00000000,0.00139928,0.00161636,0.00173377,0.00268314,0.00085529,0.00178196,0.00155292,0.00000000,0.00114565,0.00098546,0.00138008,0.00067699,0.00271295,0.00211615,0.00224765,0.00000000,0.00229579,0.00207779,0.00174315,0.00082289,0.00202607,0.00084209,0.00044098,0.00000000,3587.00000000,1282.00000000,1.00000000,2.00000000,7427.00000000,0.59719336
